TransactionID,SuccessfulOrder,FlavorCategory,CustomerGender,CustomerAge,ToppingsCount,ScoopsCount,TotalCost,PaymentMethod,CustomerName
46,0,1,Female,28,0,1,142.40139492426144,UPI,Aditi Patil
47,0,1,Female,32,0,2,117.25204758794058,UPI,Aditi Chakraborty
48,0,1,Female,29,1,2,233.70235206979422,UPI,Kavita Mukherjee
49,0,2,Female,12,0,2,238.30257199621255,UPI,Aditi Reddy
50,0,2,Male,33,1,2,225.23327390557745,Cash,Siddharth Choudhury
51,0,1,Female,29,0,2,204.26348754775202,UPI,Kabir Iyengar
52,0,1,Male,22,1,1,217.3486698492483,UPI,Krish Shah
53,0,2,Male,20,0,1,182.36390861473777,UPI,Siddharth Yadav
54,0,1,Male,33,0,1,161.5005415364044,UPI,Ananya Das
55,0,2,Male,38,2,2,208.3936636817342,UPI,Arjun Dubey
56,0,1,Male,26,0,2,146.90794122111657,UPI,Jatin Rao
57,0,2,Male,13,0,3,187.24006744577753,UPI,Geeta Bhattacharya
58,0,1,Male,30,0,3,154.6712634026749,UPI,Ayaan Pillai
59,0,2,Female,20,2,1,139.5088897631062,Card,Deepa Kumar
60,0,1,Male,33,0,1,76.66951102794951,UPI,Vivaan Joshi
61,0,1,Male,26,1,1,146.31647731172777,Card,Sunita Pillai
62,0,1,Male,8,3,2,250.88269860466636,UPI,Nisha Singh
63,0,2,Male,7,1,2,154.85111493146732,Cash,Kavita Reddy
64,0,2,Male,21,1,2,172.86221640311962,Card,Myra Mishra
65,0,1,Female,21,0,2,227.4004747383737,Cash,Arjun Aggarwal
66,0,2,Male,31,2,2,245.6992681327731,Cash,Geeta Nair
67,0,1,Male,24,2,1,106.23906674043744,Cash,Kabir Bhattacharya
68,0,3,Male,32,3,2,293.8246143328215,UPI,Myra Gupta
69,0,2,Male,19,4,1,155.94521235404537,UPI,Siddharth Hegde
70,0,1,Female,26,1,1,117.34519142281104,UPI,Krish Kumar
71,0,1,Male,28,0,2,125.51899842052947,UPI,Siddharth Das
72,0,2,Female,12,1,1,182.17448323842513,UPI,Aarav Goel
73,0,2,Male,33,1,1,227.31421894666684,UPI,Isha Saha
74,0,2,Male,21,4,1,250.14029207674093,UPI,Ankit Reddy
75,0,2,Female,28,1,1,143.79054512584273,Card,Aarav Hegde
76,0,1,Female,29,1,1,230.28432958025877,UPI,Kabir Sharma
77,0,2,Male,26,0,2,170.21484980590984,Card,Riya Goel
78,0,1,Male,26,0,4,219.9945081148747,UPI,Geeta Joshi
79,0,1,Female,13,0,1,144.29698678086504,Card,Kabir Joshi
80,0,1,Male,23,1,4,267.1953701897771,Card,Nisha Reddy
81,0,1,Female,15,0,3,264.7035082465255,Card,Diya Sastry
82,0,1,Male,40,4,1,279.3104664590194,Card,Sunita Patel
83,0,3,Female,22,0,2,117.27836868745085,Card,Rahul Gowda
84,0,1,Female,11,1,1,212.00845795644187,UPI,Kavita Ali
85,0,2,Male,20,0,3,234.06323741848104,UPI,Krish DSouza
86,0,2,Female,26,0,1,122.66502063969675,UPI,Myra Prasad
87,0,3,Male,39,4,1,182.78507518653447,Cash,Krish Verma
88,0,2,Female,12,0,2,113.25287610819329,UPI,Krish Bhattacharya
89,0,1,Male,20,2,1,226.24065618528783,Cash,Aditi Iyengar
90,0,1,Male,17,2,2,213.9764790509806,UPI,Arjun Patil
91,0,2,Female,19,1,2,154.7471273120338,Card,Aditi Sharma
92,0,2,Female,26,0,2,226.48945028189053,UPI,Sunita Pillai
93,0,1,Female,14,0,1,178.43556346857903,UPI,Rahul Mishra
94,0,2,Female,30,1,3,143.41565459122734,Card,Riya Mukherjee
95,0,2,Female,5,2,1,218.22246871342935,Card,Rohan Iyer
96,0,1,Male,24,0,2,239.33978325795135,Card,Arjun Iyengar
97,0,1,Male,23,0,1,121.49422512398606,UPI,Ayaan Pillai
98,0,2,Male,15,1,1,109.95540116818432,Card,Ayaan Goel
99,0,3,Male,40,1,2,200.2299469447312,Card,Arjun Iyer
100,0,2,Female,17,0,2,232.40350642481607,UPI,Mohit Khan
101,0,1,Female,30,1,4,314.1998003546336,UPI,Sunita Saha
102,0,3,Female,31,2,2,236.0464898922337,Card,Zoya Aggarwal
103,0,1,Male,26,2,2,258.194850902438,Cash,Kabir Patil
104,0,2,Male,32,2,1,232.6530530082722,UPI,Sunita Pillai
105,0,1,Male,29,1,1,112.34864035687124,UPI,Sneha Saha
106,0,2,Female,5,0,2,109.3586314782469,Cash,Priya Mehta
107,0,1,Female,22,4,1,184.43787046003118,UPI,Nisha Menon
108,0,2,Male,26,2,1,251.4360938599504,Cash,Riya Bhattacharya
109,0,1,Female,7,2,1,146.4266629341428,Card,Pooja Aggarwal
110,0,2,Female,28,1,3,218.18294405425502,Card,Priya Aggarwal
111,0,1,Female,14,1,3,251.36202443383127,Card,Siddharth Menon
112,0,2,Male,38,0,2,215.55508459285107,UPI,Priya Verma
113,0,3,Female,28,2,1,158.06401616451026,UPI,Vivaan Mehta
114,0,3,Female,35,3,2,233.04061315237652,UPI,Pooja Rao
115,0,1,Male,25,1,2,184.31371048874374,Card,Aarav Pillai
116,0,3,Female,19,1,2,195.31615966241796,Card,Aarav Kumar
117,0,1,Male,26,0,1,113.47241425409464,UPI,Riya Choudhury
118,0,2,Male,36,1,2,148.6403698916613,UPI,Kavita Rao
119,0,2,Female,18,1,1,119.38322221387273,UPI,Rahul Rao
120,0,1,Male,23,3,1,224.48458072865816,Cash,Suresh Joshi
121,0,1,Male,24,2,2,241.6308363419675,UPI,Sneha Choudhury
122,0,1,Male,16,1,2,143.41589252819227,Card,Isha Mukherjee
123,0,1,Female,5,0,1,208.44677787576484,Card,Jatin Verma
124,0,1,Female,18,2,1,147.44213612548796,UPI,Priya Patil
125,0,1,Male,35,1,2,168.53919624408041,Card,Kabir Chakraborty
126,0,2,Female,41,0,1,213.1782150542272,UPI,Deepa Iyengar
127,0,3,Female,43,1,2,125.46126840222648,UPI,Vivaan Sastry
128,0,3,Female,25,0,1,124.06011511314912,UPI,Priya DSouza
129,0,1,Male,39,2,2,151.19126223434395,UPI,Mohit Verma
130,0,1,Male,27,1,2,196.37006999294792,Cash,Sneha Gupta
131,0,2,Female,22,2,3,257.9606885757796,UPI,Diya Sastry
132,0,2,Male,34,4,2,224.18559341690062,UPI,Pooja DSouza
133,0,1,Male,35,0,1,187.13227763675354,UPI,Suresh Ghosh
134,0,1,Female,26,1,2,250.70525653623787,UPI,Isha Shah
135,0,2,Female,9,0,2,164.0629764243989,Cash,Nisha Patil
136,0,1,Male,18,4,1,150.07075073356282,UPI,Krish Gupta
137,0,1,Male,36,1,2,180.12621128865877,Cash,Jatin Jain
138,0,1,Female,26,1,1,162.7575632284964,UPI,Sunita Yadav
139,0,1,Female,18,1,2,189.21751527513453,UPI,Myra Aggarwal
140,0,1,Male,14,3,2,289.42025300003525,Card,Geeta Kumar
141,0,1,Male,33,0,2,196.58717192157064,Card,Zoya Mehta
142,0,1,Male,35,1,3,273.74668635656974,Card,Rohan Hegde
143,0,1,Female,29,1,1,218.4528200878997,Card,Geeta Patil
144,0,3,Female,40,0,2,217.32428525041013,UPI,Myra Saha
145,0,1,Male,19,1,1,218.03838916279292,Card,Nisha Ali
146,0,1,Female,21,3,1,222.5437437206774,UPI,Ananya Khan
147,0,1,Male,32,2,1,214.3898551107248,UPI,Diya Iyengar
148,0,1,Female,5,3,2,183.8418543324415,UPI,Kabir Hegde
149,0,3,Male,27,1,4,294.5136230360923,Cash,Deepa Iyer
150,0,1,Male,17,2,1,198.45686976440186,UPI,Zoya Das
151,0,2,Female,21,1,3,283.8448284697006,Card,Diya Reddy
152,0,1,Male,35,1,1,216.92430348479155,UPI,Mohit Nair
153,0,2,Female,26,0,2,188.30631835490834,UPI,Ankit Bhattacharya
154,0,2,Male,32,1,2,125.90085562169776,UPI,Pooja Patil
155,0,2,Female,6,0,2,233.32760641081956,Card,Priya Sastry
156,0,1,Male,20,0,1,106.32233805912904,UPI,Mohit Reddy
157,0,1,Male,26,0,1,91.31998943842504,UPI,Rohan Shah
158,0,1,Male,17,0,1,182.7212010356548,UPI,Zoya Kumar
159,0,3,Female,13,0,4,223.42498371742784,UPI,Diya Khan
160,0,3,Female,21,1,1,107.47119700791092,Card,Deepa Goel
161,0,3,Male,19,2,3,172.244417095521,UPI,Geeta Mishra
162,0,2,Male,5,1,1,140.07117401569604,UPI,Jatin Sharma
163,0,1,Male,15,2,1,123.45251571287982,UPI,Priya Joshi
164,0,1,Male,9,1,1,183.6389459740363,UPI,Vivaan Mehta
165,0,3,Male,33,1,1,236.39687497813858,Cash,Vivaan Mukherjee
166,0,2,Female,24,0,2,102.9466276989499,Card,Ankit Shah
167,0,1,Female,30,0,3,173.76101885006472,UPI,Sunita Dubey
168,0,2,Female,8,1,1,107.32406377393988,Card,Sunita Gowda
169,0,1,Female,34,3,1,213.57257342275022,UPI,Myra Ghosh
170,0,1,Male,5,0,2,109.23861235861531,Cash,Ananya Saha
171,0,2,Female,30,0,2,246.53409185449487,Cash,Suresh Pillai
172,0,2,Male,26,2,1,172.07287447472754,Card,Sunita Mishra
173,0,1,Female,18,2,2,138.2631093312584,UPI,Priya Singh
174,0,1,Male,42,0,1,169.79821574260137,UPI,Zoya Pillai
175,0,3,Female,9,0,1,93.19749102405638,Cash,Deepa Mehta
176,0,2,Male,29,1,2,180.83561122430766,UPI,Suresh Yadav
177,0,2,Male,34,2,1,245.8256771638024,UPI,Nisha Aggarwal
178,0,1,Male,45,0,2,185.18780929059793,UPI,Ananya Patil
179,0,1,Female,42,0,1,207.53859980071516,UPI,Vivaan Bhattacharya
180,0,2,Male,27,0,1,170.11140628439034,UPI,Myra Singh
181,0,2,Female,26,2,2,222.4961565083234,UPI,Jatin Prasad
182,0,1,Male,21,1,3,213.40639843573314,UPI,Aarav Menon
183,0,2,Male,37,0,2,243.23356957537283,UPI,Pooja Nair
184,0,2,Female,22,3,2,234.69261160045704,UPI,Suresh Iyer
185,0,2,Male,46,1,1,91.17645523457199,UPI,Siddharth Das
186,0,3,Male,26,0,2,230.79448594404388,UPI,Ankit Ghosh
187,0,2,Female,32,0,2,196.38102209341403,Cash,Geeta Patel
188,0,2,Male,42,2,4,310.54247631005217,UPI,Myra Menon
189,0,3,Female,30,1,3,252.75792360520265,Card,Riya Patel
190,0,1,Female,27,2,1,119.1703246247225,UPI,Diya Patel
191,0,2,Male,29,1,1,215.84908762271877,UPI,Ankit Choudhury
192,0,1,Male,28,1,1,230.94217475421507,Card,Siddharth Pillai
193,0,2,Male,24,2,1,197.62901301229937,UPI,Diya Jain
194,0,1,Male,30,0,3,232.92869772037682,UPI,Aditi Menon
195,0,3,Female,26,0,1,121.32668395275431,UPI,Vivaan Chakraborty
196,0,3,Male,24,1,1,152.30583507207876,Card,Ankit Iyer
197,0,1,Male,15,0,1,166.78952752764178,UPI,Krish Goel
198,0,2,Male,35,2,3,239.0733954802718,Cash,Siddharth Dubey
199,0,1,Male,34,1,2,184.47188662817166,UPI,Zoya Sastry
200,0,1,Male,28,0,1,216.35506571955125,UPI,Riya Das
201,0,1,Female,15,0,1,186.61428471081308,UPI,Pooja Patel
202,0,1,Female,24,2,4,308.7224130834915,UPI,Kabir Patel
203,0,1,Female,23,0,3,154.46162856045152,Cash,Nisha Goel
204,0,2,Female,7,0,1,148.61552609817352,UPI,Isha Nair
205,0,1,Female,20,0,1,162.57698700854996,Cash,Pooja Aggarwal
206,0,1,Female,17,4,1,158.40520161634757,UPI,Riya Jain
207,0,1,Male,35,0,2,157.88051709935567,UPI,Isha Singh
208,0,1,Female,31,3,2,275.5494076240188,Cash,Deepa Rao
209,0,2,Male,32,3,1,200.21698400200603,Cash,Kabir Patil
210,0,1,Male,17,2,1,198.78557778362674,UPI,Sneha Yadav
211,0,3,Male,29,1,1,170.30992248127376,UPI,Pooja Reddy
212,0,2,Female,45,0,1,207.62145420439586,Card,Geeta Khan
213,0,1,Female,22,0,2,163.64523655521066,Card,Isha Shah
214,0,1,Male,30,1,3,148.24160220225116,UPI,Isha Sharma
215,0,1,Male,9,0,2,141.75359435357853,Card,Geeta Das
216,0,2,Female,21,0,1,197.60796047490993,UPI,Riya Hegde
217,0,1,Female,29,0,2,108.24166925311992,UPI,Siddharth Singh
218,0,2,Male,28,1,1,186.3878576499294,UPI,Isha Gupta
219,0,1,Female,17,0,1,128.6867004596824,Cash,Kavita Patil
220,0,1,Female,40,1,1,105.98262786530842,Cash,Riya Chakraborty
221,0,2,Male,31,2,3,295.76466687019854,UPI,Priya Choudhury
222,0,1,Female,20,0,1,143.3270401638374,UPI,Kabir Dubey
223,0,1,Female,42,1,2,117.14480364092535,Cash,Rahul Nair
224,0,1,Male,13,2,1,220.75813509887584,Card,Rohan Jain
225,0,1,Female,24,2,2,186.16727800433043,Cash,Vivaan Sastry
226,0,1,Female,18,0,1,121.34610494096682,UPI,Kavita Mishra
227,0,1,Female,31,0,1,222.99819544386148,Cash,Geeta Iyer
228,0,1,Female,27,3,1,263.218699460438,UPI,Siddharth Iyengar
229,0,1,Male,25,2,3,247.26069970659665,Card,Mohit Patel
230,0,1,Male,11,2,4,316.00221437986943,Card,Rohan Reddy
231,0,3,Male,21,0,1,177.2496058768889,Card,Siddharth Patil
232,0,1,Female,26,2,2,179.09788014912826,UPI,Sneha Ali
233,0,1,Female,29,1,1,223.30321139495385,UPI,Pooja Choudhury
234,0,2,Female,14,1,2,133.05035970750797,UPI,Sneha DSouza
235,0,1,Male,15,0,2,160.1749449660605,UPI,Rohan Sastry
236,0,1,Male,17,2,1,225.43384650934996,UPI,Priya Iyer
237,0,1,Female,24,0,3,246.0895973711995,Cash,Suresh Patel
238,0,2,Female,18,2,1,182.23612591373708,Card,Aditi Das
239,0,1,Male,28,0,3,263.9838930527146,UPI,Zoya Ali
240,0,2,Female,30,1,4,208.7324186401682,UPI,Jatin Iyengar
241,0,2,Male,19,4,2,243.39430022074941,UPI,Aditi Iyengar
242,0,2,Male,43,1,1,238.8950577190164,UPI,Ananya Ali
243,0,2,Female,46,0,2,242.09818192636178,UPI,Sunita Hegde
244,0,1,Male,17,1,2,136.616428120087,Card,Pooja Choudhury
245,0,3,Female,16,1,1,93.47542460267294,UPI,Geeta Menon
246,0,1,Female,46,1,3,173.11319356893307,UPI,Ankit Kumar
247,0,2,Female,39,1,2,196.02217301279887,UPI,Rahul Verma
248,0,1,Female,16,0,2,119.39417968517898,Card,Aarav Choudhury
249,0,1,Female,19,0,1,82.08459533734845,UPI,Rahul Joshi
250,0,1,Female,13,0,2,243.35574402937004,Card,Deepa Patel
251,0,1,Male,21,2,2,186.09373792141506,UPI,Ankit Verma
252,0,2,Male,8,0,1,77.49418033267183,Card,Arjun Das
253,0,3,Male,29,2,1,228.7449471371179,Card,Aditi Gowda
254,0,1,Female,38,2,1,149.42708504556796,UPI,Sunita Yadav
255,0,1,Female,37,0,3,175.9374928425182,UPI,Riya Hegde
256,0,3,Female,25,1,1,192.26793757697368,Cash,Sunita Singh
257,0,2,Male,26,2,2,196.74379094418788,Card,Isha Pillai
258,0,2,Male,12,1,1,107.5962084468306,Card,Deepa Iyengar
259,0,1,Male,7,0,1,81.85897482899222,UPI,Aarav Ali
260,0,2,Male,36,1,2,220.7172730583102,Cash,Diya Sastry
261,0,1,Female,10,3,1,195.10548676801,UPI,Ananya Pillai
262,0,1,Male,34,1,2,150.4183909525048,UPI,Deepa Jain
263,0,2,Female,16,0,2,231.33175579836384,UPI,Jatin Gupta
264,0,1,Male,31,2,1,190.49894031735482,UPI,Vivaan Choudhury
265,0,1,Female,22,2,1,225.99313051721,Cash,Geeta Mishra
266,0,2,Female,24,0,4,251.04762763350865,UPI,Arjun Yadav
267,0,2,Male,31,0,4,289.6523333039945,Card,Pooja Sastry
268,0,1,Female,31,0,2,218.03828800207845,UPI,Riya Shah
269,0,1,Female,32,1,3,249.02697396858565,UPI,Aditi Khan
270,0,3,Female,13,2,3,185.70718133753286,UPI,Priya Aggarwal
271,0,1,Male,10,2,2,249.84471057916898,UPI,Vivaan Sharma
272,0,2,Male,13,1,2,213.0614442833546,UPI,Jatin Iyer
273,0,1,Male,16,0,1,197.01026933676,Card,Geeta Shah
274,0,1,Male,32,4,1,179.1856269538039,Card,Jatin Dubey
275,0,2,Male,24,2,1,205.35142026211014,UPI,Nisha Mehta
276,0,3,Male,10,0,1,146.2669979241785,UPI,Priya Nair
277,0,1,Male,32,0,2,248.93819823292085,Card,Zoya Dubey
278,0,2,Female,23,0,2,160.58945513766804,UPI,Riya Hegde
279,0,3,Male,22,2,4,283.58439498268916,UPI,Arjun Pillai
280,0,2,Female,37,4,2,210.61783581314245,Card,Geeta Nair
281,0,2,Male,20,4,1,238.7943655372099,Cash,Deepa Choudhury
282,0,1,Male,20,2,1,131.0851522877847,UPI,Rohan Aggarwal
283,0,2,Male,17,2,1,139.89944623129037,UPI,Nisha Aggarwal
284,0,1,Male,16,0,2,152.89569911841696,UPI,Pooja Aggarwal
285,0,2,Male,29,0,3,259.9901058843046,UPI,Rahul Sharma
286,0,1,Male,32,3,1,209.89167456580924,Card,Ananya Mukherjee
287,0,2,Female,27,3,1,214.64502218382995,UPI,Riya Mishra
288,0,1,Male,13,0,2,236.33969453836943,UPI,Zoya Jain
289,0,1,Female,28,2,1,232.07056879290187,UPI,Ayaan Sastry
290,0,3,Female,17,1,1,163.20593987566951,Cash,Rahul Choudhury
291,0,1,Male,29,0,1,96.7071202069426,UPI,Kavita Bhattacharya
292,0,1,Female,23,1,1,101.88066788882615,UPI,Myra Iyengar
293,0,1,Male,11,2,1,236.8216182538349,UPI,Aditi Bhattacharya
294,0,1,Female,21,0,1,96.0488611028911,Card,Priya Gupta
295,0,1,Male,21,1,3,201.44903116993356,Cash,Riya Bhattacharya
296,0,1,Male,35,2,1,178.11857496372704,UPI,Kavita Mehta
297,0,1,Female,13,2,1,112.07676177413138,Cash,Aarav Mishra
298,0,1,Female,32,1,1,149.94521100439493,UPI,Ankit Mishra
299,0,2,Male,10,1,1,139.01381911679735,UPI,Vivaan Nair
300,0,1,Male,13,1,2,227.16304857898564,UPI,Mohit Joshi
301,0,1,Male,35,4,2,236.2152259548678,Cash,Arjun Verma
302,0,1,Female,37,2,2,168.1268299940327,Card,Vivaan DSouza
303,0,2,Male,28,0,2,234.89058963853023,Card,Aarav Kumar
304,0,2,Female,8,1,2,163.22543710745907,UPI,Diya Bhattacharya
305,0,2,Male,47,2,1,228.61212486342774,Card,Myra Ghosh
306,0,3,Male,22,2,1,150.61922670847423,UPI,Riya Sastry
307,0,3,Male,20,0,1,156.6880239416006,UPI,Kabir Jain
308,0,1,Male,5,2,4,217.1354940182262,Cash,Rahul Verma
309,0,1,Female,22,4,2,195.95074773807698,UPI,Ayaan Iyer
310,0,2,Male,27,1,2,126.50582347580277,Card,Geeta Singh
311,0,2,Female,11,1,3,230.013217169043,UPI,Geeta Chakraborty
312,0,1,Female,27,2,2,236.3679395501622,UPI,Zoya Pillai
313,0,2,Female,37,1,2,125.45903185152397,UPI,Ayaan Sastry
314,0,1,Male,32,3,1,235.07448122599777,UPI,Priya Prasad
315,0,2,Male,35,0,2,213.4399215651003,UPI,Siddharth Singh
316,0,3,Female,23,4,2,176.5064537414785,UPI,Kavita Prasad
317,0,2,Female,18,2,1,143.4983763544322,UPI,Ayaan Choudhury
318,0,1,Female,19,2,2,176.1996029302444,UPI,Sneha Mehta
319,0,3,Male,26,0,1,159.36998799582767,UPI,Jatin Jain
320,0,2,Female,5,2,2,222.81371797210318,UPI,Deepa Saha
321,0,2,Male,30,2,2,242.10825627605556,Card,Nisha Mehta
322,0,2,Male,16,0,2,228.13008200371954,UPI,Ankit Chakraborty
323,0,2,Male,18,2,1,159.10155777899604,Cash,Krish Yadav
324,0,2,Female,23,0,1,139.98797887466733,UPI,Diya Dubey
325,0,1,Male,11,2,2,241.99388528071194,UPI,Ayaan Gowda
326,0,3,Male,35,1,2,244.06820876842906,UPI,Ankit Dubey
327,0,1,Female,28,0,2,159.45027186546267,UPI,Deepa Aggarwal
328,0,1,Male,13,0,2,141.45390308044216,UPI,Zoya Chakraborty
329,0,3,Female,32,2,2,179.8143533885382,Card,Aarav Menon
330,0,1,Female,29,0,2,129.7215098487219,Card,Geeta Pillai
331,0,3,Female,43,2,2,171.06804972084274,UPI,Geeta Gowda
332,0,2,Female,31,1,3,219.5752008126587,UPI,Zoya Aggarwal
333,0,1,Male,23,0,2,245.9618308913609,Cash,Zoya Sastry
334,0,1,Male,46,2,1,153.46205279962552,UPI,Riya Prasad
335,0,2,Female,7,2,2,225.5312546704517,Cash,Riya Singh
336,0,1,Male,12,0,2,222.3009174679974,UPI,Ayaan Hegde
337,0,1,Male,18,2,1,144.8415571125619,UPI,Kabir Yadav
338,0,3,Female,21,2,2,258.52583689714004,UPI,Vivaan Gowda
339,0,2,Female,30,0,2,203.46774607772582,Card,Ananya DSouza
340,0,2,Female,33,0,2,187.52202964382448,UPI,Rohan Khan
341,0,2,Male,27,2,2,210.40400184675042,Cash,Vivaan Menon
342,0,1,Male,12,0,1,207.08931792743357,UPI,Priya Aggarwal
343,0,1,Female,30,0,1,128.7428040599289,Card,Myra Patel
344,0,2,Male,29,0,2,200.28651798746463,UPI,Sneha Yadav
345,0,3,Male,24,1,1,182.24122854338026,Card,Ayaan Mukherjee
346,0,1,Male,16,3,1,129.00152583524368,UPI,Vivaan Aggarwal
347,0,1,Male,29,0,1,103.88088585071047,UPI,Sneha Verma
348,0,1,Male,21,0,1,133.2287600139828,Card,Rahul Kumar
349,0,2,Female,31,2,1,246.16527111911282,UPI,Rahul Rao
350,0,1,Male,31,3,1,202.4103332260062,UPI,Aarav Khan
351,0,2,Female,27,2,1,227.28073445362043,Card,Nisha Menon
352,0,3,Female,20,0,1,168.5802088634291,UPI,Rahul Das
353,0,1,Female,34,0,1,208.14295190887128,UPI,Kabir Bhattacharya
354,0,3,Male,28,0,2,215.56241420001749,UPI,Jatin Menon
355,0,2,Male,29,4,1,169.85831145991878,UPI,Priya Ghosh
356,0,1,Male,14,1,1,109.44896789984698,UPI,Siddharth Gowda
357,0,3,Male,11,3,2,281.0370149422529,UPI,Pooja Sastry
358,0,3,Female,25,1,2,222.56997176789514,UPI,Arjun Sharma
359,0,2,Female,17,2,3,192.49601048821648,Card,Ananya Saha
360,0,2,Female,26,1,3,269.333016156972,Card,Suresh Sastry
361,0,1,Female,32,1,1,198.1264020264191,UPI,Kavita Gowda
362,0,2,Female,29,0,2,213.84265858673578,UPI,Isha Dubey
363,0,2,Male,28,0,1,120.01175166309449,Cash,Krish DSouza
364,0,2,Male,22,1,1,138.50044079414536,Card,Sneha Patel
365,0,1,Male,36,0,4,211.82648343951786,UPI,Ankit Joshi
366,0,1,Male,8,0,2,100.59893330603057,UPI,Vivaan Verma
367,0,3,Female,45,2,2,236.16215027189457,Card,Rahul Reddy
368,0,2,Male,51,0,4,220.29776519904243,UPI,Kavita Rao
369,0,3,Female,28,1,1,124.06501901448661,Cash,Kavita Hegde
370,0,1,Female,27,0,2,137.11409591092598,UPI,Jatin Sastry
371,0,2,Female,18,0,2,246.40980462129016,Card,Ayaan DSouza
372,0,1,Male,26,1,3,229.57510961187904,UPI,Ankit Hegde
373,0,1,Male,25,1,1,218.19347729041118,UPI,Isha Reddy
374,0,2,Male,30,1,2,219.69982079398733,UPI,Rohan Gupta
375,0,1,Female,30,1,2,128.09257273350408,UPI,Jatin Menon
376,0,2,Female,12,0,2,229.5680011352015,UPI,Suresh Yadav
377,0,1,Female,25,2,1,224.51310587594378,Card,Jatin Prasad
378,0,3,Male,33,1,3,276.5741277812401,UPI,Sneha Nair
379,0,1,Male,5,2,1,107.22945614228128,UPI,Diya Iyer
380,0,2,Female,39,2,1,113.40358891831433,UPI,Mohit Nair
381,0,1,Male,36,0,2,143.401538192796,UPI,Ankit Prasad
382,0,1,Female,48,0,1,167.6054205282448,UPI,Riya Sastry
383,0,1,Male,22,0,1,139.9011906133895,UPI,Arjun Dubey
384,0,3,Female,18,0,2,229.720595746674,Card,Nisha Aggarwal
385,0,2,Male,28,0,2,181.52437099511408,UPI,Kabir Joshi
386,0,3,Male,25,0,1,82.09165975816035,UPI,Ankit Chakraborty
387,0,1,Male,36,0,1,181.41875045259485,Cash,Diya Joshi
388,0,2,Female,13,2,1,173.44910030164763,UPI,Rahul Saha
389,0,1,Female,33,0,1,222.8658130082639,Card,Deepa Ali
